fname,lname,age,exercise,hours,grade,address,hours_normalizada,gender_male
Indigo,Wiggins,16,2,15,93.1,"Trussville, AL 35173, 338 East Acacia Rd. ",0.75,0
Autumn,Macdonald,15,4,10,78.1,"8676 State St. , Far Rockaway, NY 11691",0.5,0
Jamal,Snow,19,1,12,86.9,"908 Blue Spring St. , Lake Mary, FL 32746",0.6000000000000001,1
Kimberley,Key,19,4,11,93.0,"Laurel, MD 20707, 7 College St. ",0.55,0
Ashton,Dotson,14,1,9,74.0,"138 Gregory Street , Haines City, FL 33844",0.45,1
Uma,Branch,14,1,12,78.5,"Tampa, FL 33604, 91 Bridle Drive ",0.6000000000000001,0
Haley,Duke,18,2,18,97.7,"Traverse City, MI 49684, 376 Valley Ave. ",0.9,0
Regan,Hatfield,14,4,12,81.1,"Buckeye, AZ 85326, 238 Birchpond Street ",0.6000000000000001,0
Gannon,Coffey,15,5,14,99.6,"7792 Gregory Ave. , Thornton, CO 80241",0.7000000000000001,1
Gray,Jensen,18,5,20,100.0,"305 Valley View Drive , Reston, VA 20191",1.0,1
Inez,Slater,15,3,16,93.0,"Brandon, FL 33510, 835 Prairie Rd. ",0.8,0
Chester,Boone,15,2,6,64.2,"42 Bayberry Circle , Lansing, MI 48910",0.30000000000000004,1
Jin,Valdez,19,2,2,77.0,"484 Griffin Court , West Hempstead, NY 11552",0.1,1
Brooke,Trujillo,16,3,12,79.0,"74 Hilltop Ave. , Romeoville, IL 60446",0.6000000000000001,0
Keefe,Banks,17,5,7,77.7,"195 Andover Avenue , Pataskala, OH 43062",0.35000000000000003,1
Harrison,Knight,19,5,15,95.8,"Natick, MA 01760, 13 East Sunset Dr. ",0.75,1
Ferris,Mullins,16,2,7,78.4,"9587 Ohio Ave. , Wethersfield, CT 06109",0.35000000000000003,1
Olympia,Huffman,15,2,13,89.4,"18 Thomas Lane , Cranberry Twp, PA 16066",0.65,0
Jane,Oneal,16,5,9,82.4,"Lake Villa, IL 60046, 9925 San Carlos Street ",0.45,0
Colin,Fisher,15,3,10,71.7,"9557 West Columbia Dr. , Titusville, FL 32780",0.5,1
Calvin,Ballard,19,5,11,82.5,"Holland, MI 49423, 5 Silver Spear Dr. ",0.55,1
Kermit,Richard,19,5,12,89.0,"8120 Center Dr. , Fort Wayne, IN 46804",0.6000000000000001,1
Dolan,Hyde,17,1,17,100.0,"56 Glen Ridge Street , Long Branch, NJ 07740",0.8500000000000001,1
Kendall,Mccullough,15,4,16,99.5,"156 Bayport Ave. , Lockport, NY 14094",0.8,0
Isadora,Ward,14,3,15,95.2,"Watertown, MA 02472, 8 Birchpond Avenue ",0.75,0
Kathleen,Salazar,15,1,14,79.5,"399 Oakwood Road , Hampton, VA 23666",0.7000000000000001,0
Amanda,Garner,14,2,11,75.7,"Hamtramck, MI 48212, 64 Orchard St. ",0.55,0
Quinn,Dorsey,15,3,9,78.7,"396 Oakwood St. , Springboro, OH 45066",0.45,0
Howard,Santiago,15,4,15,100.0,"61 Adams St. , Bel Air, MD 21014",0.75,1
Merrill,Rojas,15,1,7,68.1,"9 Bear Hill Ave. , Erlanger, KY 41018",0.35000000000000003,1
Mollie,Sweet,14,4,16,91.3,"Redondo Beach, CA 90278, 9126 Beech St. ",0.8,0
Allistair,Pittman,17,2,13,77.1,"155 Oakwood Road , West Orange, NJ 07052",0.65,1
Claire,Francis,18,4,4,67.1,"Sacramento, CA 95820, 43 N. Leeton Ridge Circle ",0.2,0
Ulla,Russell,18,1,15,84.7,"712 Franklin Ave. , Oak Ridge, TN 37830",0.75,0
Ocean,Carver,18,1,11,79.3,"Cedar Falls, IA 50613, 144 Mayflower St. ",0.55,0
Anthony,Whitney,19,1,11,74.2,"7210 Nichols St. , Newtown, PA 18940",0.55,1
Mason,Mcgowan,17,1,17,100.0,"8061 Newport Dr. , Hackettstown, NJ 07840",0.8500000000000001,1
Cooper,Harrell,18,4,17,95.6,"934 Foxrun St. , Webster, NY 14580",0.8500000000000001,1
Pandora,Ewing,19,2,12,88.4,"Alabaster, AL 35007, 8948 Halifax Lane ",0.6000000000000001,0
George,Fischer,19,1,6,75.0,"Madison Heights, MI 48071, 95 Bellevue Ave. ",0.30000000000000004,1
Kermit,Higgins,18,2,6,68.6,"Bergenfield, NJ 07621, 8097 Nichols Drive ",0.30000000000000004,1
Harlan,Cox,18,3,14,85.1,"Port Orange, FL 32127, 9560 3rd Road ",0.7000000000000001,1
Mariko,Le,18,2,15,91.1,"227 Church Ave. , Appleton, WI 54911",0.75,0
Rafael,Randall,16,2,11,71.2,"8613 Cypress St. , Taylor, MI 48180",0.55,1
Xavier,Jensen,18,2,8,79.4,"9862 8th St. , Atlanta, GA 30303",0.4,1
Dorothy,Norman,15,5,7,77.7,"10 Garfield Street , Beloit, WI 53511",0.35000000000000003,0
Camden,Lamb,17,5,11,88.1,"West Chicago, IL 60185, 55 SW. Charles Rd. ",0.55,1
Gil,Duran,16,1,13,83.8,"Fishers, IN 46037, 24 Taylor St. ",0.65,1
Ryan,Swanson,17,5,11,88.1,"8120 Pineknoll Lane , Glendale, AZ 85302",0.55,1
Mikayla,Jarvis,16,2,7,67.3,"30 N. Pilgrim Dr. , Carlisle, PA 17013",0.35000000000000003,0
Beatrice,Matthews,14,1,4,61.1,"Torrance, CA 90505, 7 Cherry Hill Street ",0.2,0
Halla,Vang,16,3,17,100.0,"7 Annadale Lane , Redondo Beach, CA 90278",0.8500000000000001,0
Ingrid,Kennedy,19,5,7,72.1,"90 Country Rd. , Thibodaux, LA 70301",0.35000000000000003,0
Celeste,Mann,19,2,11,88.6,"75 Military Ave. , Cartersville, GA 30120",0.55,0
Shelly,Sutton,16,2,12,74.8,"8596 Sheffield Ave. , Dearborn Heights, MI 48127",0.6000000000000001,0
Susan,Harvey,19,5,9,76.4,"113 Rockaway Lane , Riverdale, GA 30274",0.45,0
Aurelia,Frederick,15,3,9,72.2,"657 Queen St. , Vernon Rockville, CT 06066",0.45,0
Ivy,Justice,14,2,13,83.1,"Charlotte, NC 28205, 778 Oak Rd. ",0.65,0
Wesley,Douglas,16,1,14,86.6,"276 Tunnel Ave. , Chicago Heights, IL 60411",0.7000000000000001,1
Armand,Pacheco,16,4,17,95.5,"7999 Mill Pond St. , Gwynn Oak, MD 21207",0.8500000000000001,1
Hamish,Simon,18,4,3,71.2,"236 Third Drive , Sun City, AZ 85351",0.15000000000000002,1
Sloane,Kent,16,1,7,76.4,"Matawan, NJ 07747, 8175 S. Shirley St. ",0.35000000000000003,0
Denise,Keith,17,5,4,71.7,"Roanoke, VA 24012, 27 Young St. ",0.2,0
Maxwell,Rhodes,18,3,11,77.9,"869 Glenholme Ave. , Trussville, AL 35173",0.55,1
Elmo,Stuart,14,5,10,74.8,"68 Del Monte Dr. , Absecon, NJ 08205",0.5,1
Isabelle,Neal,19,3,6,67.9,"9211 Green Hill Street , Rosedale, NY 11422",0.30000000000000004,0
Cassidy,Owen,16,5,13,98.5,"Pleasanton, CA 94566, 9892 Bay St. ",0.65,0
Addison,Willis,14,5,13,91.1,"437 Adams Street , Howell, NJ 07731",0.65,1
Clayton,Cervantes,16,5,11,84.1,"2 Alton Ave. , Newnan, GA 30263",0.55,1
Dillon,Fowler,16,2,8,80.6,"62 Halifax Lane , Long Beach, NY 11561",0.4,1
Garth,Gilliam,18,5,13,80.3,"Royal Oak, MI 48067, 8134 River Lane ",0.65,1
Vanna,Reyes,19,3,11,77.3,"Kennesaw, GA 30144, 282 Sulphur Springs Street ",0.55,0
Octavia,Wolfe,16,5,12,81.0,"7445 S. Baker Street , Hastings, MN 55033",0.6000000000000001,0
Melvin,Burt,14,3,16,95.9,"Los Angeles, CA 90008, 7980 Cross Dr. ",0.8,1
Harriet,Long,17,3,17,100.0,"Lynn, MA 01902, 619 North Beaver Ridge St. ",0.8500000000000001,0
Kendall,Keith,18,1,18,87.2,"4 Harrison Drive , Vista, CA 92083",0.9,0
Yoshio,Wyatt,15,5,14,94.7,"8571 Silver Spear Dr. , Athens, GA 30605",0.7000000000000001,1
Gregory,Myers,15,1,12,77.5,"Tampa, FL 33604, 50 Golf St. ",0.6000000000000001,1
Wylie,Clemons,15,5,9,88.2,"7748 Amherst St. , Menomonee Falls, WI 53051",0.45,1
Shaine,Mcleod,16,2,18,100.0,"24 Willow Dr. , Fuquay Varina, NC 27526",0.9,0
Sonya,Hooper,17,1,9,85.1,"638 Forest Court , Vineland, NJ 08360",0.45,0
Lacy,Rowe,16,2,12,76.5,"94 East Kent Ave. , Lake Worth, FL 33460",0.6000000000000001,0
Amanda,Tillman,18,2,6,78.6,"Oak Lawn, IL 60453, 7304 Addison Street ",0.30000000000000004,0
Perry,Wright,19,1,10,86.0,"Chicopee, MA 01020, 150 W. Saxon Drive ",0.5,1
Melanie,Wilson,15,4,13,81.5,"647 E. Summer Ave. , Perrysburg, OH 43551",0.65,0
Lev,Mcneil,18,5,7,77.2,"9649 Bradford Lane , Marquette, MI 49855",0.35000000000000003,1
Vladimir,Cochran,18,1,11,83.0,"9500 Beach Lane , Frankfort, KY 40601",0.55,1
Blossom,Henry,18,3,5,72.7,"218 S. Chestnut St. , Fenton, MI 48430",0.25,0
Neville,Duffy,15,4,15,90.8,"99 Wild Rose Drive , Miami Beach, FL 33139",0.75,1
Acton,Bright,14,2,8,67.0,"Macungie, PA 18062, 8111 Valley Drive ",0.4,1
Mariko,Matthews,17,5,6,77.0,"7560 S. Wrangler Road , Faribault, MN 55021",0.30000000000000004,0
Rafael,Villarreal,17,1,11,75.3,"Park Forest, IL 60466, 523 6th Street ",0.55,1
Levi,Acevedo,14,2,6,63.0,"Buckeye, AZ 85326, 47 Hilldale Lane ",0.30000000000000004,1
Declan,Warner,14,4,12,89.7,"7662 Bank Street , Sylvania, OH 43560",0.6000000000000001,1
Raven,Sampson,19,3,16,86.1,"26 Pineknoll St. , Massapequa, NY 11758",0.8,0
Barbara,Ratliff,19,5,8,88.7,"388 Grove Road , Ashburn, VA 20147",0.4,0
Sierra,Farrell,19,3,7,65.7,"7252 8th Ave. , Deltona, FL 32725",0.35000000000000003,0
Teegan,Duke,18,1,12,81.5,"92 Heritage Avenue , Ankeny, IA 50023",0.6000000000000001,0
Dolan,Hubbard,19,2,16,84.1,"3 Proctor Rd. , Tiffin, OH 44883",0.8,1
Idola,Jacobson,17,5,7,70.0,"Oxford, MS 38655, 52 Alton Street ",0.35000000000000003,0
Zorita,Benson,19,3,12,85.0,"Sterling Heights, MI 48310, 95 Grand St. ",0.6000000000000001,0
Beck,Mcconnell,15,2,10,80.1,"38 Franklin Street , East Lansing, MI 48823",0.5,1
Gillian,Norris,19,5,2,63.4,"9559 White Street , Libertyville, IL 60048",0.1,0
Iona,Franks,17,3,12,77.5,"590 53rd Street , Florence, SC 29501",0.6000000000000001,0
Zachery,Flowers,19,5,7,72.2,"7744 Longbranch Street , Gallatin, TN 37066",0.35000000000000003,1
Kiona,Freeman,19,2,11,85.8,"194 Trenton Lane , Hobart, IN 46342",0.55,0
Scott,Atkinson,15,4,10,89.2,"8349 Virginia Drive , Massapequa, NY 11758",0.5,1
Vivian,Jimenez,17,1,11,86.5,"Hermitage, TN 37076, 31 West St. ",0.55,0
Jermaine,Cortez,17,2,15,99.1,"Noblesville, IN 46060, 9576 Jefferson Road ",0.75,1
Graiden,Cantu,14,2,7,66.6,"4 Kirkland Ave. , Brunswick, GA 31525",0.35000000000000003,1
Keegan,Harvey,19,4,14,86.3,"24 E. Summit Rd. , East Brunswick, NJ 08816",0.7000000000000001,1
Cedric,Acevedo,19,5,14,98.8,"Winder, GA 30680, 850 Birchpond Street ",0.7000000000000001,1
Mechelle,Velazquez,19,1,5,72.0,"Providence, RI 02904, 471 Saxton Avenue ",0.25,0
Jackson,Brooks,19,3,11,82.4,"98 Ashley St. , Canal Winchester, OH 43110",0.55,1
Linus,Kaufman,17,2,17,91.3,"Oak Park, MI 48237, 51 Marsh Road ",0.8500000000000001,1
Zenaida,Ross,18,3,10,87.4,"8180 West Tunnel Street , Irmo, SC 29063",0.5,0
Larissa,Goff,17,2,10,79.7,"Dover, NH 03820, 20 Shadow Brook Road ",0.5,0
Lilah,Cooley,18,3,13,93.5,"Pembroke Pines, FL 33028, 622 Lafayette St. ",0.65,0
Chastity,Mcbride,17,5,15,83.6,"66 College Drive , Arlington, MA 02474",0.75,0
Dustin,Barry,18,3,14,90.6,"8987 Maple St. , Niceville, FL 32578",0.7000000000000001,1
Juliet,Golden,16,4,14,85.5,"Daphne, AL 36526, 8324 Franklin Ave. ",0.7000000000000001,0
Daphne,Mckinney,15,2,12,89.7,"7469 St Louis Rd. , Moorhead, MN 56560",0.6000000000000001,0
Orli,Stein,18,1,4,68.0,"240 Linda St. , Douglasville, GA 30134",0.2,0
Gisela,Sharp,14,3,10,89.1,"Campbell, CA 95008, 495 Edgewood St. ",0.5,0
Macey,Conley,14,2,16,94.7,"Altamonte Springs, FL 32714, 9541 Prairie Street ",0.8,0
Jeremy,Shepard,14,5,15,92.3,"9782 North Arlington St. , West Fargo, ND 58078",0.75,1
Duncan,Fisher,15,2,13,91.8,"8552 Brandywine Rd. , Windsor, CT 06095",0.65,1
Tamara,Wright,17,5,8,74.2,"Middletown, CT 06457, 7815 Stonybrook Drive ",0.4,0
Hannah,Cline,17,4,12,79.8,"Rockville Centre, NY 11570, 7944 Garfield Circle ",0.6000000000000001,0
Alan,Mayer,19,5,12,76.4,"9505 Coffee Street , Lexington, NC 27292",0.6000000000000001,1
Calvin,Dudley,15,5,5,77.6,"Chesapeake, VA 23320, 9597 W. Manhattan Ave. ",0.25,1
Merritt,Dean,19,2,9,68.4,"Lincoln, NE 68506, 813 Lexington Road ",0.45,1
Lysandra,Buckner,18,3,14,81.3,"Jeffersonville, IN 47130, 820 Oak Valley Road ",0.7000000000000001,0
Ora,Kinney,19,5,5,75.4,"Hudsonville, MI 49426, 65 Sherman Dr. ",0.25,0
September,Norris,15,1,20,100.0,"529 Richardson Lane , Winter Garden, FL 34787",1.0,0
Damian,Kaufman,16,1,9,71.3,"8321 Corona Lane , Mocksville, NC 27028",0.45,1
Mercedes,Delaney,15,3,8,82.4,"Spring Valley, NY 10977, 977 Gonzales Street ",0.4,0
Mara,Irwin,17,3,11,85.0,"8197 Princeton St. , Harrison Township, MI 48045",0.55,0
Tucker,Kidd,16,5,11,83.9,"65 Aspen Court , Frankfort, KY 40601",0.55,1
Dominic,Banks,15,3,4,75.5,"8267 Pennington St. , Webster, NY 14580",0.2,1
Karen,Melton,18,1,6,77.4,"Somerset, NJ 08873, 489 Chestnut Street ",0.30000000000000004,0
Fletcher,Conley,17,1,9,71.6,"448 Edgefield Rd. , Reno, NV 89523",0.45,1
Valentine,Manning,14,3,18,89.1,"9417 Blue Spring Drive , Geneva, IL 60134",0.9,1
Larissa,Head,17,4,8,82.7,"116 Bay Lane , Atwater, CA 95301",0.4,0
Sacha,Travis,18,1,8,78.5,"217 Wellington Rd. , Kansas City, MO 64151",0.4,0
Oliver,Harvey,19,4,11,86.4,"395 Bear Hill Ave. , Lancaster, NY 14086",0.55,1
Leonard,Juarez,19,1,11,79.7,"7496 Boston Road , Saginaw, MI 48601",0.55,1
Jenna,Wagner,16,1,3,56.3,"Newington, CT 06111, 857 Boston Ave. ",0.15000000000000002,0
Emily,Leblanc,16,4,16,89.4,"Elgin, IL 60120, 7664 Military Drive ",0.8,0
Marny,Whitaker,19,5,12,86.8,"Littleton, CO 80123, 958 Fulton Drive ",0.6000000000000001,0
Hanae,Jones,17,5,6,83.7,"717 School Street , Plymouth, MA 02360",0.30000000000000004,0
Sharon,Burks,15,4,16,87.8,"7614 Henry Smith Dr. , Zanesville, OH 43701",0.8,0
Erin,Grimes,16,3,14,98.5,"Bolingbrook, IL 60440, 418 Fairground Dr. ",0.7000000000000001,0
Joel,Campos,17,2,18,93.0,"8345 North Plumb Branch St. , Odenton, MD 21113",0.9,1
Emmanuel,King,18,3,10,86.1,"Biloxi, MS 39532, 5 Wood St. ",0.5,1
Damon,Carlson,19,1,16,88.5,"9919 Marvon Circle , Windsor Mill, MD 21244",0.8,1
Erasmus,Hopper,15,4,8,73.4,"4 West Mill Pond St. , Port Charlotte, FL 33952",0.4,1
Sierra,Chandler,15,3,13,95.8,"3 Cross Road , West Islip, NY 11795",0.65,0
Kennan,Sheppard,16,3,6,80.6,"Kingston, NY 12401, 456 Manchester Road ",0.30000000000000004,1
Timothy,Oconnor,15,0,15,96.7,"7331 E. Lake View Ave. , Staunton, VA 24401",0.75,1
Ferris,Avila,18,5,1,74.2,"59 W. Green Hill St. , Green Bay, WI 54302",0.05,1
Owen,Barber,15,5,13,81.8,"30 Newport St. , North Haven, CT 06473",0.65,1
Buffy,Giles,14,4,11,79.9,"8 Pennington Street , Grand Rapids, MI 49503",0.55,0
Malachi,Hudson,17,5,11,88.3,"Copperas Cove, TX 76522, 85 Cleveland Drive ",0.55,1
David,Mayo,18,1,6,76.8,"8714 N. Clay St. , Massapequa, NY 11758",0.30000000000000004,1
Jermaine,Sims,16,2,3,60.5,"7874 Union St. , Euless, TX 76039",0.15000000000000002,1
Lisandra,Boyer,16,5,9,80.9,"Naples, FL 34116, 60 Belmont Rd. ",0.45,0
Colin,Banks,14,2,5,63.8,"7576 Homewood St. , Reynoldsburg, OH 43068",0.25,1
Zane,Kane,14,3,7,70.3,"9006 Franklin Street , Saint Cloud, MN 56301",0.35000000000000003,1
Aiko,Alford,16,1,11,83.1,"New Britain, CT 06051, 8962 Thompson Drive ",0.55,0
Akeem,Walsh,17,3,12,89.9,"96 King Road , Franklin Square, NY 11010",0.6000000000000001,1
Jaden,Ashley,18,2,11,88.2,"862 Tunnel Dr. , Fort Washington, MD 20744",0.55,0
Brody,Duncan,15,4,9,76.4,"7208 Hickory Lane , Acworth, GA 30101",0.45,1
Velma,Taylor,14,2,10,74.9,"North Ridgeville, OH 44039, 32 Columbia Court ",0.5,0
Wayne,Sellers,14,4,13,88.8,"Venice, FL 34293, 62 Birch Hill St. ",0.65,1
Levi,Dotson,14,2,11,72.0,"294 Penn Dr. , Mount Vernon, NY 10550",0.55,1
Jack,Norman,18,3,12,92.0,"928 San Carlos Ave. , Culpeper, VA 22701",0.6000000000000001,1
Carter,Turner,14,2,13,84.2,"40 Church Dr. , Gettysburg, PA 17325",0.65,1
Randall,Walker,16,4,13,87.8,"7772 Temple St. , Hernando, MS 38632",0.65,1
Kaitlin,Sears,19,2,9,74.3,"Ann Arbor, MI 48103, 9571 Cedar Dr. ",0.45,0
Zachary,Ochoa,19,1,10,80.6,"Lynn, MA 01902, 790 Rockwell Street ",0.5,1
Ahmed,Olson,17,2,10,80.0,"829 Greystone Ave. , Newton, NJ 07860",0.5,1
Lunea,Garza,17,1,12,87.5,"76 SE. Birchpond St. , Annandale, VA 22003",0.6000000000000001,0
Roanna,Oconnor,19,3,15,81.6,"93 Kent Lane , Framingham, MA 01701",0.75,0
Laurel,King,17,5,5,72.1,"8 W. Main Circle , Longwood, FL 32779",0.25,0
Audrey,Barry,19,2,13,88.3,"242 S. Elmwood Dr. , Johnson City, TN 37601",0.65,0
Grant,Ruiz,14,5,14,95.5,"113 Cobblestone Street , Deland, FL 32720",0.7000000000000001,1
Idona,Morrison,16,1,17,90.2,"Rockledge, FL 32955, 90 W. 1st Lane ",0.8500000000000001,0
Harlan,Collier,17,3,14,96.5,"249 Poplar Rd. , Dover, NH 03820",0.7000000000000001,1
Indira,Nichols,17,4,10,80.3,"9040 Parker St. , Buckeye, AZ 85326",0.5,0
Ali,Raymond,18,1,6,72.7,"845 Logan Street , Stroudsburg, PA 18360",0.30000000000000004,1
Hedy,Atkinson,19,2,13,79.2,"Schererville, IN 46375, 521 W. Rock Maple Dr. ",0.65,0
Isadora,Whitehead,14,1,7,75.0,"26 8th Lane , Holly Springs, NC 27540",0.35000000000000003,0
Noah,Burke,17,5,18,91.2,"Clover, SC 29710, 58 Summerhouse Drive ",0.9,1
Nathaniel,Meyer,14,1,6,71.8,"36 Constitution St. , Coventry, RI 02816",0.30000000000000004,1
Chaney,Burks,17,2,12,87.9,"442 Cherry Drive , Griffin, GA 30223",0.6000000000000001,1
Angela,Macias,15,1,5,66.0,"9826 Fairground St. , Oak Lawn, IL 60453",0.25,0
Shea,Cervantes,19,1,16,92.9,"446 Meadowbrook St. , Bowie, MD 20715",0.8,0
Asher,Guerrero,14,4,15,100.0,"84 Lyme Dr. , Atwater, CA 95301",0.75,1
Kirsten,Lloyd,14,2,14,78.0,"9236 Marlborough Avenue , Alliance, OH 44601",0.7000000000000001,0
Mason,Shaw,18,1,9,74.1,"7181 Indian Spring Ave. , Pawtucket, RI 02860",0.45,1
Leonard,Salazar,16,5,8,69.9,"40 Jackson Court , New Berlin, WI 53151",0.4,1
Riley,Cannon,15,4,7,70.8,"Highland Park, IL 60035, 9953 Myers Ave. ",0.35000000000000003,0
Shoshana,Collier,16,5,9,82.5,"559 Race Ave. , Alexandria, VA 22304",0.45,0
Megan,Anderson,17,4,8,74.2,"682 N. Newport St. , Hixson, TN 37343",0.4,0
Velma,Hardin,18,4,11,85.3,"Orange, NJ 07050, 7 South Bay St. ",0.55,0
Taylor,Butler,14,1,13,94.1,"501 Courtland Lane , Gaithersburg, MD 20877",0.65,0
Harding,Beck,14,3,5,66.2,"2 Arch Road , Baton Rouge, LA 70806",0.25,1
Brenna,Lester,16,3,6,71.4,"586 Hartford Ave. , Cranford, NJ 07016",0.30000000000000004,0
Lucas,Booth,19,5,16,87.8,"Chelmsford, MA 01824, 8020 Wintergreen Ave. ",0.8,1
Vladimir,Brown,14,3,9,71.8,"7218 Pheasant St. , Greensboro, NC 27405",0.45,1
Casey,Dotson,15,4,9,80.4,"Commack, NY 11725, 9477 Edgemont Avenue ",0.45,0
Quon,Porter,16,4,5,69.2,"15 Border Lane , San Diego, CA 92111",0.25,0
Baxter,Kirkland,15,2,8,76.4,"Chesterton, IN 46304, 780 Olive Dr. ",0.4,1
Tiger,Ochoa,19,4,15,98.2,"489 Henry Smith Dr. , Maineville, OH 45039",0.75,1
Maia,Norman,15,3,14,87.3,"Brentwood, NY 11717, 8097 Gulf Dr. ",0.7000000000000001,0
Maia,Brennan,18,3,12,78.4,"78 Virginia Ave. , Allen Park, MI 48101",0.6000000000000001,0
Malachi,Reid,15,5,11,78.9,"9259 Eagle Ave. , Cantonment, FL 32533",0.55,1
Clementine,Rogers,14,5,9,90.3,"7560 West Beaver Ridge Lane , Stow, OH 44224",0.45,0
Zephr,Orr,19,5,13,97.3,"856 Chestnut Ave. , Cape Coral, FL 33904",0.65,0
Gay,Ballard,18,5,11,88.7,"14 West Clay Ave. , Mount Juliet, TN 37122",0.55,0
Leila,Riddle,19,5,9,72.9,"Villa Rica, GA 30180, 699 Greenrose Dr. ",0.45,0
David,Rowland,16,3,14,91.3,"Newark, NJ 07103, 2 Cottage Circle ",0.7000000000000001,1
Travis,Shields,19,4,10,86.1,"770 Linda Avenue , Baltimore, MD 21206",0.5,1
Kevin,Buckley,17,2,9,74.1,"Westlake, OH 44145, 954 Tunnel St. ",0.45,1
Bryar,Watson,14,1,11,80.8,"9969 N. Victoria Ave. , Lindenhurst, NY 11757",0.55,0
Linda,Moreno,15,3,3,61.7,"Huntsville, AL 35803, 384 Bay Meadows Court ",0.15000000000000002,0
Akeem,Tucker,15,2,9,85.1,"8327 Buttonwood Road , Taunton, MA 02780",0.45,1
Leandra,Schwartz,14,3,4,67.1,"75 Sycamore Ave. , Elk River, MN 55330",0.2,0
Flavia,Hurley,17,5,5,71.1,"Hillsborough, NJ 08844, 9686 San Carlos St. ",0.25,0
Allegra,Davidson,14,5,11,80.9,"8126 Sussex St. , Easley, SC 29640",0.55,0
Geoffrey,Wolf,17,4,13,82.5,"31 West High Ridge Lane , Huntsville, AL 35803",0.65,1
Wyoming,Sharpe,18,5,16,87.0,"9644 Gartner Lane , Upper Darby, PA 19082",0.8,0
Ulric,Martinez,17,1,12,81.9,"9761 Mayfield Dr. , Deland, FL 32720",0.6000000000000001,1
Adara,Barlow,15,5,6,68.2,"879 Pineknoll Dr. , Mechanicsburg, PA 17050",0.30000000000000004,0
MacKenzie,Sawyer,18,4,9,77.4,"353 North Second Ave. , Champlin, MN 55316",0.45,0
Brenden,Simmons,18,2,11,82.2,"8835 Main Dr. , New Lenox, IL 60451",0.55,1
Lewis,Buck,19,5,11,86.6,"23 Glenlake Street , Virginia Beach, VA 23451",0.55,1
Renee,Hester,18,2,6,68.4,"39 East East St. , Salem, MA 01970",0.30000000000000004,0
Burke,Bennett,17,1,3,65.8,"19 South Acacia Street , Fort Dodge, IA 50501",0.15000000000000002,1
Kirby,Vance,17,1,15,97.3,"Far Rockaway, NY 11691, 626 West Shipley Street ",0.75,0
Katelyn,Pace,16,4,11,77.0,"5 W. Wellington Dr. , Thibodaux, LA 70301",0.55,0
Jaime,Mason,19,5,5,77.9,"Northville, MI 48167, 8763 Bridge St. ",0.25,0
Dillon,Kane,19,2,4,60.3,"551 Gates Rd. , Taylors, SC 29687",0.2,1
Harper,Bryan,19,5,10,85.6,"9800 Old Arlington St. , Brunswick, GA 31525",0.5,1
Alden,Dickson,17,4,13,80.5,"67 Wild Horse Circle , Irvington, NJ 07111",0.65,1
Jane,Stark,14,3,14,95.0,"Dunedin, FL 34698, 89 Wakehurst St. ",0.7000000000000001,0
Gray,Page,15,3,11,76.0,"Carol Stream, IL 60188, 7901 Edgewater Street ",0.55,1
Colt,Mendez,15,4,12,94.1,"New Bedford, MA 02740, 866 Tower St. ",0.6000000000000001,1
Matthew,Washington,17,2,13,85.7,"34 Maiden Road , Louisville, KY 40207",0.65,1
Abra,Tyler,15,2,9,71.7,"671 King Avenue , Amsterdam, NY 12010",0.45,0
Xander,Meadows,19,1,7,68.6,"84 Stillwater Road , Bradenton, FL 34203",0.35000000000000003,1
Brody,Sears,17,3,19,93.8,"9543 Durham Lane , Massapequa, NY 11758",0.9500000000000001,1
Phillip,Sloan,17,1,12,87.9,"Hudson, NH 03051, 37 Liberty Street ",0.6000000000000001,1
Barbara,Chang,17,5,12,93.7,"8450 Tunnel Avenue , Arvada, CO 80003",0.6000000000000001,0
Petra,Bryan,15,4,12,92.5,"9349 Poor House St. , Montclair, NJ 07042",0.6000000000000001,0
Blaze,Meyer,19,1,12,85.7,"8805 Mayflower St. , Niagara Falls, NY 14304",0.6000000000000001,1
Dylan,Rivers,16,5,9,90.0,"Calhoun, GA 30701, 995 South Tarkiln Hill Ave. ",0.45,1
Clio,Glover,15,4,16,100.0,"Mount Vernon, NY 10550, 9586 Bay Meadows Dr. ",0.8,0
Wynne,Miranda,16,5,17,95.1,"Downers Grove, IL 60515, 610 E. Glen Ridge Avenue ",0.8500000000000001,0
Shelly,Jenkins,14,5,8,74.0,"Goldsboro, NC 27530, 28 George Street ",0.4,0
Macon,Koch,15,1,11,88.2,"7065 Briarwood Lane , Springfield, PA 19064",0.55,1
Rae,Donaldson,18,4,16,89.8,"747 Canal Lane , Portsmouth, VA 23703",0.8,0
Isaiah,Montgomery,16,3,12,82.3,"8539 El Dorado St. , Severn, MD 21144",0.6000000000000001,1
Garrett,Everett,17,2,0,78.1,"539 Swanson St. , Ooltewah, TN 37363",0.0,1
Carson,Delacruz,15,3,16,96.4,"8996 Richardson Ave. , Buffalo Grove, IL 60089",0.8,1
Warren,Garcia,16,2,12,82.3,"Lynn, MA 01902, 305 Howard Street ",0.6000000000000001,1
Yolanda,Watson,15,2,4,71.1,"Park Ridge, IL 60068, 8636 Walnut St. ",0.2,0
Callum,Walls,16,4,10,76.9,"8676 Walt Whitman Street , Port Orange, FL 32127",0.5,1
Lydia,Lindsay,15,5,15,83.0,"Lynchburg, VA 24502, 98 Wayne St. ",0.75,0
